date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:02:54	34457/34457	---M-Z	200	added ('OK')	text/css	etag:W/%2262b04049-8699%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/elementor/css/post-466.css?ver=1655717961	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/elementor/css/post-466ff5d.css	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:02:56	57912/57912	---M-Z	200	added ('OK')	text/css	etag:W/%2262b02a1d-e238%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:02:57	677/677	---M-Z	200	added ('OK')	text/css	etag:W/%2262b02a1d-2a5%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min52d5.css	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:02:58	669/669	---M-Z	200	added ('OK')	text/css	etag:W/%2262b02a1d-29d%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:00	182134/182134	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jun%202022%2012:32:51%20GMT	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-json/	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-json/index.html	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:02	44598/44598	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jun%202022%2012:32:52%20GMT	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-json/wp/v2/pages/466	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-json/wp/v2/pages/466.json	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:03	1038/1038	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jun%202022%2012:32:54%20GMT	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/xmlrpc.php?rsd	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/xmlrpc0db0.php	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:04	1045/1045	---M-Z	200	added ('OK')	text/xml	etag:W/%2262a9d9e7-415%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/wlwmanifest.xml	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/wlwmanifest.xml	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:06	2491/2491	---MCZ	200	added ('OK')	application/json	date:Tue,%2028%20Jun%202022%2012:32:56%20GMT	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-json/oembed/1.0/embed?url=https%3A%2F%2Faditya-academy-secondary-b34262.ingress-bonde.ewp.live%2F	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-json/oembed/1.0/embed7ed2.json	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:07	2566/2566	---MCZ	200	added ('OK')	text/xml	date:Tue,%2028%20Jun%202022%2012:32:58%20GMT	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-json/oembed/1.0/embed?url=https%3A%2F%2Faditya-academy-secondary-b34262.ingress-bonde.ewp.live%2F&format=xml	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-json/oembed/1.0/embed34f4	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:08	4125/4125	---M--	200	added ('OK')	image/jpeg	etag:%2262b03f54-101d%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/aditya-academy-senior-secondary-school-s20533-120x120.jpg	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/aditya-academy-senior-secondary-school-s20533-120x120.jpg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:10	108017/108017	---M--	200	added ('OK')	image/jpeg	etag:%2262b03b8a-1a5f1%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/OIP-6.jpg	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/OIP-6.jpg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:11	149227/149227	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jun%202022%2012:33:01%20GMT	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/about/	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/about/index.html	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:12	144215/144215	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jun%202022%2012:33:02%20GMT	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/activities/	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/activities/index.html	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:12	149005/149005	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jun%202022%2012:33:02%20GMT	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/academics/	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/academics/index.html	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:13	143465/143465	---MCZ	200	added ('OK')	text/html	date:Tue,%2028%20Jun%202022%2012:33:04%20GMT	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/contact/	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/contact/index.html	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:13	134154/134154	---M--	200	added ('OK')	image/jpeg	etag:%2262b03ba5-20c0a%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/OIP-2-1.jpg	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/OIP-2-1.jpg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:14	94183/94183	---M--	200	added ('OK')	image/jpeg	etag:%2262b03bab-16fe7%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/OIP-3-1.jpg	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/OIP-3-1.jpg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:16	102634/102634	---M--	200	added ('OK')	image/jpeg	etag:%2262b03c2a-190ea%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/OIP-5-2.jpg	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/OIP-5-2.jpg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:17	90760/90760	---M--	200	added ('OK')	image/jpeg	etag:%2262b03bb1-16288%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/OIP-4-1.jpg	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/OIP-4-1.jpg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:18	94486/94486	---M--	200	added ('OK')	image/jpeg	etag:%2262b03ba0-17116%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/0-1.jpg	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/0-1.jpg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:19	58207/58207	---M--	200	added ('OK')	image/jpeg	etag:%2262b033f2-e35f%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/Event-Pic-5.jpg	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/Event-Pic-5.jpg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:20	12992/12992	---M-Z	200	added ('OK')	text/css	etag:W/%2262b02a1c-32c0%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:22	18468/18468	---M-Z	200	added ('OK')	text/css	etag:W/%2262b02a1d-4824%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.6.6	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/animations/animations.min1ed5.css	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:23	16489/16489	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02900-4069%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/themes/astra/assets/js/minified/frontend.min.js?ver=3.8.2	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/themes/astra/assets/js/minified/frontend.min3fd0.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:25	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a9d9e5-15db1%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/js/jquery/jquery.minaf6c.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:26	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a9d9e5-2bd8%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:29	1801/1801	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02a1d-709%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min.js?ver=0.2.1	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/jquery-numerator/jquery-numerator.min3958.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:30	4960/4960	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02a1c-1360%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.6.6	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/js/webpack.runtime.min1ed5.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:32	14277/14277	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02a1c-37c5%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.6.6	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/js/frontend-modules.min1ed5.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:34	12198/12198	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02a1d-2fa6%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min.js?ver=4.0.2	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/waypoints/waypoints.min05da.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:35	20715/20715	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a9d9e5-50eb%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/js/jquery/ui/core.min.js?ver=1.13.1	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/js/jquery/ui/core.min0028.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:36	37741/37741	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02a1c-936d%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.6.6	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/js/frontend.min1ed5.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:37	18911/18911	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a9d9e5-49df%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/js/underscore.min.js?ver=1.13.3	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/js/underscore.minb37e.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:39	1340/1340	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262a9d9e5-53c%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/js/wp-util.min.js?ver=6.0	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-includes/js/wp-util.minf049.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:40	754/754	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02a28-2f2%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.min.js?ver=1.7.4.2	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/js/integrations/elementor/frontend.mine945.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:42	24430/24430	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02a28-5f6e%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.min.js?ver=1.19.3	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/js/jquery.validate.min6134.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:43	4014/4014	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02a28-fae%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/js/mailcheck.min.js?ver=1.1.2	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/js/mailcheck.mincfa9.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:45	1713/1713	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02a28-6b1%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/js/punycode.min.js?ver=1.0.0	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/js/punycode.min8a54.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:46	31132/31132	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262b02a28-799c%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/js/wpforms.min.js?ver=1.7.4.2	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/js/wpforms.mine945.js	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/)
18:03:47	602/602	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262b02a28-25a%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/images/times-solid-white.svg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/wpforms-lite/assets/css/wpforms-base.min.css?ver=1.7.4.2)
18:03:49	210192/210192	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262b02a1d-33510%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.15.0	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.eot	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
18:03:50	92444/92444	---M--	200	added ('OK')	font/woff2	etag:%2262b02a1d-1691c%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.15.0	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff2	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
18:03:52	113372/113372	---M--	200	added ('OK')	font/woff	etag:%2262b02a1d-1badc%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.15.0	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.woff	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
18:03:53	210032/210032	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2262b02a1d-33470%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.15.0	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.ttf	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
18:03:54	316720/316720	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2262b02a1d-4d530%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.15.0	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons5519.svg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.15.0)
18:03:56	621612/621612	---M--	200	added ('OK')	image/jpeg	etag:%2262b03d16-97c2c%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/R.jpg	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/2022/06/R.jpg	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/uploads/elementor/css/post-466.css?ver=1655717961)
18:03:56	34034/34034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2262b02a1d-84f2%22	https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	C:/Users/Partha/Desktop/school/Aditya%20Academy/aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/webfonts/fa-regular-400.eot	(from https://aditya-academy-secondary-b34262.ingress-bonde.ewp.live/wp-content/plugins/elementor/assets/lib/font-awesome/css/regular.min.css?ver=5.15.3)
